t (s),V (mV)
195.853,12.1229
196.854,12.1097
197.854,12.096
198.853,12.0845
199.854,12.0729
200.854,12.0606
201.854,12.0481
202.853,12.0353
203.854,12.0228
204.853,12.0096
205.854,11.9977
206.854,11.9857
207.853,11.9734
208.854,11.9617
209.854,11.9476
210.853,11.9363
211.854,11.923
212.854,11.9122
213.853,11.8992
214.854,11.8872
215.853,11.8744
216.853,11.8621
217.854,11.8498
218.853,11.838
219.853,11.8257
220.854,11.8135
221.853,11.8015
222.854,11.7883
223.854,11.7759
224.854,11.7644
225.854,11.7514
226.853,11.7393
227.854,11.7278
228.853,11.7155
229.854,11.704
230.853,11.6928
231.854,11.679
232.853,11.6668
233.853,11.6556
234.854,11.6421
235.854,11.6315
236.853,11.6183
237.854,11.6071
238.853,11.5935
239.854,11.5829
240.853,11.5699
241.854,11.5591
242.853,11.547
243.853,11.535
244.854,11.523
245.853,11.5106
246.853,11.4984
247.854,11.4876
248.853,11.4753
249.854,11.4624
250.853,11.4519
251.853,11.4404
252.854,11.4281
253.853,11.4151
254.854,11.4044
255.853,11.3921
256.854,11.3809
257.854,11.3693
258.854,11.3575
259.853,11.346
260.853,11.3347
261.854,11.3236
262.853,11.3118
263.854,11.3017
264.853,11.2896
265.854,11.2781
266.853,11.2676
267.854,11.2554
268.853,11.2439
269.853,11.233
270.854,11.2215
271.853,11.2112
272.854,11.1979
273.854,11.1872
274.854,11.1754
275.853,11.1646
276.854,11.1533
277.853,11.142
278.854,11.129
279.854,11.1184
280.853,11.1078
281.854,11.0951
282.854,11.0849
283.853,11.0739
284.854,11.0624
285.853,11.0506
286.854,11.0395
287.853,11.0285
288.854,11.0174
289.853,11.0058
290.854,10.9941
291.853,10.9837
292.854,10.9717
293.853,10.9603
294.854,10.9501
295.853,10.9404
296.854,10.9277
297.853,10.918
298.854,10.9069
299.853,10.8956
300.854,10.884
301.854,10.8734
302.854,10.862
303.853,10.8515
304.854,10.8406
305.853,10.8306
306.854,10.8192
307.853,10.8085
308.854,10.7971
309.853,10.7868
310.854,10.7749
311.853,10.7644
312.854,10.7551
313.854,10.7421
314.853,10.7324
315.854,10.7217
316.853,10.7107
317.854,10.6998
318.853,10.69
319.854,10.6768
320.853,10.6687
321.854,10.6574
322.854,10.6474
323.853,10.6374
324.854,10.6269
325.853,10.6164
326.853,10.6053
327.852,10.5947
328.853,10.584
329.852,10.5743
330.853,10.5634
331.852,10.5531
332.852,10.5419
333.853,10.5328
334.852,10.5218
335.853,10.5108
336.852,10.5002
337.852,10.4897
338.853,10.4793
339.852,10.4696
340.853,10.4588
341.853,10.447
342.852,10.4364
343.852,10.426
344.853,10.4159
345.852,10.4065
346.853,10.3947
347.852,10.3836
348.853,10.3712
349.852,10.3629
350.853,10.3537
351.853,10.3424
352.852,10.3312
353.853,10.3209
354.852,10.3099
355.853,10.299
356.852,10.2906
357.853,10.2779
358.853,10.2667
359.852,10.2575
360.852,10.2476
361.853,10.2373
362.852,10.2261
363.853,10.2164
364.852,10.2054
365.852,10.1946
366.852,10.1841
367.852,10.1747
368.853,10.1648
369.853,10.1539
370.852,10.1441
371.852,10.1356
372.853,10.1244
373.853,10.1149
374.852,10.1055
375.852,10.0964
376.852,10.0864
377.852,10.0754
378.852,10.0667
379.853,10.0562
380.853,10.0462
381.852,10.0361
382.852,10.0275
383.853,10.017
384.853,10.0074
385.854,9.9979
386.853,9.9891
387.854,9.9791
388.854,9.9692
389.853,9.9606
390.854,9.9506
391.854,9.9406
392.853,9.9307
393.854,9.9217
394.854,9.9116
395.854,9.902
396.853,9.8916
397.854,9.8819
398.854,9.8713
399.854,9.8623
400.853,9.8526
401.854,9.8425
402.854,9.8323
403.854,9.8239
404.853,9.8139
405.854,9.8035
406.853,9.7943
407.854,9.7856
408.854,9.7755
409.853,9.7661
410.854,9.7559
411.853,9.7464
412.854,9.7371
413.854,9.7274
414.853,9.7179
415.854,9.7085
416.853,9.698
417.853,9.6896
418.854,9.6797
419.854,9.6704
420.854,9.6605
421.854,9.6512
422.854,9.6428
423.853,9.6329
424.854,9.6232
425.853,9.6143
426.854,9.605
427.854,9.5955
428.853,9.5865
429.854,9.5772
430.854,9.5682
431.853,9.5583
432.854,9.5494
433.853,9.5405
434.854,9.5303
435.854,9.521
436.854,9.512
437.854,9.5017
438.853,9.4924
439.854,9.4821
440.853,9.4737
441.854,9.4633
442.853,9.4534
443.854,9.4439
444.853,9.4355
445.854,9.4261
446.853,9.4164
447.854,9.4066
448.854,9.3968
449.853,9.3886
450.854,9.3786
451.854,9.3687
452.853,9.3603
453.854,9.3493
454.853,9.34
455.854,9.3305
456.853,9.3223
457.854,9.3119
458.853,9.3035
459.854,9.2951
460.853,9.2852
461.854,9.2771
462.853,9.2686
463.854,9.2592
464.853,9.2517
465.854,9.2424
466.853,9.234
467.854,9.2258
468.853,9.2171
469.854,9.2083
470.854,9.2008
471.853,9.1912
472.854,9.1834
473.853,9.1743
474.854,9.1662
475.853,9.1567
476.854,9.1489
477.853,9.1391
478.854,9.1296
479.854,9.1201
480.854,9.1135
481.853,9.1034
482.854,9.0937
483.854,9.0848
484.854,9.0757
485.854,9.0672
486.853,9.058
487.854,9.0484
488.853,9.04
489.854,9.0307
490.854,9.0214
491.854,9.0124
492.854,9.0038
493.854,8.9947
494.854,8.9856
495.853,8.9777
496.854,8.9685
497.854,8.9598
498.854,8.9503
499.854,8.9429
500.854,8.9341
501.854,8.9249
502.854,8.916
503.853,8.9076
504.854,8.8986
505.854,8.8901
506.854,8.8817
507.854,8.8725
508.854,8.8641
509.853,8.855
510.854,8.8466
511.853,8.8387
512.853,8.8306
513.854,8.8217
514.854,8.8137
515.853,8.8054
516.854,8.7976
517.854,8.7895
518.853,8.7814
519.854,8.7735
520.854,8.7653
521.853,8.7562
522.854,8.7488
523.854,8.7407
524.853,8.7321
525.853,8.7243
526.854,8.7164
527.853,8.7077
528.854,8.7006
529.854,8.6921
530.853,8.683
531.854,8.6754
532.854,8.667
533.853,8.6593
534.854,8.6504
535.854,8.6418
536.853,8.634
537.854,8.6243
538.854,8.616
539.854,8.607
540.853,8.5989
541.854,8.5911
542.854,8.582
543.853,8.5737
544.854,8.5651
545.853,8.5568
546.854,8.5484
547.854,8.5396
548.853,8.5325
549.854,8.5229
550.854,8.5149
551.853,8.5072
552.854,8.4979
553.854,8.4894
554.854,8.4814
555.854,8.4739
556.853,8.466
557.854,8.4576
558.854,8.4498
559.853,8.441
560.854,8.4327
561.854,8.4254
562.853,8.4169
563.854,8.4094
564.854,8.4007
565.854,8.3932
566.853,8.3849
567.855,8.3788
568.853,8.3689
569.854,8.3624
570.854,8.3546
571.854,8.3465
572.853,8.3384
573.854,8.3316
574.854,8.3245
575.854,8.3148
576.853,8.3078
577.854,8.3002
578.854,8.292
579.853,8.2828
580.853,8.276
581.853,8.2693
582.854,8.2614
583.854,8.2542
584.854,8.2457
585.853,8.2378
586.854,8.2297
587.854,8.2227
588.854,8.2155
589.854,8.2066
590.853,8.1997
591.853,8.1916
592.854,8.1842
593.854,8.1767
594.854,8.169
595.854,8.1629
596.853,8.1544
597.854,8.1473
598.853,8.1395
599.853,8.1318
600.854,8.124
601.853,8.1163
602.854,8.109
603.854,8.1018
604.854,8.0932
605.854,8.0864
606.854,8.0783
607.854,8.0713
608.854,8.0632
609.854,8.0563
610.854,8.0485
611.854,8.041
612.854,8.0335
613.854,8.0262
614.853,8.0191
615.853,8.0109
616.853,8.0032
617.853,7.9951
618.853,7.9878
619.853,7.9809
620.853,7.9733
621.853,7.9659
622.853,7.9597
623.854,7.952
624.853,7.9438
625.854,7.9362
626.854,7.9281
627.854,7.9212
628.854,7.9135
629.854,7.9064
630.854,7.8992
631.854,7.8922
632.853,7.8839
633.853,7.877
634.853,7.87
635.854,7.8622
636.853,7.8548
637.853,7.8473
638.853,7.8402
639.853,7.8318
640.854,7.825
641.854,7.8175
642.854,7.8098
643.854,7.8024
644.854,7.7951
645.854,7.7871
646.854,7.7798
647.854,7.7728
648.854,7.7647
649.853,7.7569
650.854,7.7499
651.854,7.7416
652.854,7.7338
653.854,7.7268
654.853,7.7183
655.853,7.7117
656.853,7.7044
657.855,7.6964
658.854,7.6902
659.854,7.6833
660.854,7.676
661.854,7.6703
662.854,7.6628
663.854,7.6552
664.854,7.6484
665.854,7.6405
666.854,7.6339
667.853,7.6271
668.853,7.6209
669.854,7.6132
670.853,7.6068
671.853,7.5995
672.853,7.5928
673.853,7.5866
674.853,7.5787
675.854,7.5726
676.854,7.566
677.854,7.5585
678.854,7.5515
679.854,7.5449
680.853,7.5381
681.853,7.53
682.854,7.5235
683.853,7.5159
684.853,7.509
685.853,7.5011
686.854,7.495
